latitude,longitude,brightness,scan,track,acquisition_date,acq_time,satellite,instrument,confidence,version,bright_ti5,frp,daynight,confidence_raw,acquisition_time,distance_to_industry,nearest_industry,industry_type,industrial_association,classification,risk_score,risk_level
9.44243,80.49594,331.63,0.62,0.54,2026-08-26,726,N21,VIIRS,70.0,2.0NRT,293.33,5.77,D,n,0726,373.0,Fallback_0065,refinery,NONE,WILDFIRE,55,MEDIUM
8.46124,80.65981,331.59,0.47,0.48,2026-08-23,822,N21,VIIRS,70.0,2.0NRT,294.79,7.09,D,n,0822,483.4,Fallback_0065,refinery,NONE,WILDFIRE,55,MEDIUM
8.60897,80.53074,331.3,0.4,0.37,2026-08-24,803,N21,VIIRS,70.0,2.0NRT,301.07,5.39,D,n,0803,465.21,Fallback_0065,refinery,NONE,WILDFIRE,55,MEDIUM
8.06715,81.23733,331.04,0.54,0.68,2026-08-22,839,N21,VIIRS,70.0,2.0NRT,279.42,8.98,D,n,0839,539.15,Fallback_0065,refinery,NONE,WILDFIRE,55,MEDIUM
9.43175,80.37721,330.8,0.63,0.54,2026-08-26,726,N21,VIIRS,70.0,2.0NRT,291.89,7.51,D,n,0726,372.52,Fallback_0065,refinery,NONE,WILDFIRE,55,MEDIUM
9.4241,80.4375,330.74,0.47,0.47,2026-08-23,822,N21,VIIRS,70.0,2.0NRT,296.68,6.13,D,n,0822,374.14,Fallback_0065,refinery,NONE,WILDFIRE,55,MEDIUM
10.38894,79.17622,330.34,0.37,0.58,2026-08-26,726,N21,VIIRS,70.0,2.0NRT,292.83,5.0,D,n,0726,280.09,Fallback_0065,refinery,NONE,WILDFIRE,55,MEDIUM
8.67752,80.97379,329.78,0.59,0.53,2026-08-26,726,N21,VIIRS,70.0,2.0NRT,291.95,5.94,D,n,0726,466.36,Fallback_0065,refinery,NONE,WILDFIRE,55,MEDIUM
17.95628,80.79455,329.1,0.39,0.36,2026-08-25,2019,N21,VIIRS,70.0,2.0NRT,292.45,5.23,N,n,2019,214.87,Fallback_0010,chemical,NONE,WILDFIRE,55,MEDIUM
23.64755,85.43784,327.96,0.47,0.48,2026-08-22,1932,N21,VIIRS,70.0,2.0NRT,283.15,5.55,N,n,1932,114.05,Fallback_0074,lng_terminal,DISTANT,WILDFIRE,55,MEDIUM
21.18102,81.38407,309.56,0.39,0.36,2026-08-25,2017,N21,VIIRS,70.0,2.0NRT,290.28,2.19,N,n,2017,18.95,Fallback_0037,steel_mill,NEARBY,INDUSTRIAL_FIRE,55,MEDIUM
21.18644,81.39273,307.39,0.39,0.36,2026-08-25,2017,N21,VIIRS,70.0,2.0NRT,290.17,2.81,N,n,2017,17.82,Fallback_0037,steel_mill,NEARBY,INDUSTRIAL_FIRE,55,MEDIUM
21.10531,72.64595,338.88,0.4,0.37,2026-08-23,2055,N21,VIIRS,70.0,2.0NRT,293.86,3.85,N,n,2055,69.1,Fallback_0012,lng_terminal,DISTANT,WILDFIRE,50,MEDIUM
29.45481,76.86952,332.79,0.47,0.4,2026-08-23,2053,N21,VIIRS,70.0,2.0NRT,292.29,4.23,N,n,2053,91.51,Fallback_0003,chemical,DISTANT,WILDFIRE,50,MEDIUM
29.45938,76.8674,332.56,0.5,0.49,2026-08-23,828,N21,VIIRS,70.0,2.0NRT,293.24,3.56,D,n,0828,92.07,Fallback_0003,chemical,DISTANT,WILDFIRE,50,MEDIUM
23.66538,87.15651,332.25,0.51,0.41,2026-08-22,703,N21,VIIRS,70.0,2.0NRT,296.03,4.52,D,n,0703,94.45,Fallback_0044,steel_mill,DISTANT,WILDFIRE,50,MEDIUM
22.21023,84.86258,331.63,0.39,0.36,2026-08-26,729,N21,VIIRS,70.0,2.0NRT,293.69,3.63,D,n,0729,84.87,Fallback_0073,steel_mill,DISTANT,WILDFIRE,50,MEDIUM
22.21391,84.84286,330.93,0.39,0.36,2026-08-26,729,N21,VIIRS,70.0,2.0NRT,291.89,3.38,D,n,0729,86.63,Fallback_0073,steel_mill,DISTANT,WILDFIRE,50,MEDIUM
22.21333,84.83915,330.66,0.39,0.36,2026-08-26,729,N21,VIIRS,70.0,2.0NRT,291.48,2.79,D,n,0729,86.86,Fallback_0073,steel_mill,DISTANT,WILDFIRE,50,MEDIUM
16.83534,79.16514,330.52,0.56,0.51,2026-08-26,729,N21,VIIRS,70.0,2.0NRT,291.87,3.28,D,n,0729,78.69,Fallback_0067,mining,DISTANT,WILDFIRE,50,MEDIUM
22.37616,87.27859,325.24,0.35,0.57,2026-08-23,1913,N21,VIIRS,70.0,2.0NRT,283.28,4.3,N,n,1913,91.64,Fallback_0082,mining,DISTANT,WILDFIRE,50,MEDIUM
22.87479,86.06349,310.39,0.42,0.45,2026-08-22,1932,N21,VIIRS,70.0,2.0NRT,278.8,1.19,N,n,1932,7.28,Fallback_0017,mining,NEARBY,THERMAL_SOURCE,50,MEDIUM
18.69194,73.04287,307.97,0.49,0.49,2026-08-25,2017,N21,VIIRS,70.0,2.0NRT,291.16,2.48,N,n,2017,35.08,Fallback_0058,steel_mill,NEARBY,INDUSTRIAL_FIRE,50,MEDIUM
18.69251,73.03823,306.34,0.49,0.49,2026-08-25,2017,N21,VIIRS,70.0,2.0NRT,291.2,3.2,N,n,2017,34.78,Fallback_0058,steel_mill,NEARBY,INDUSTRIAL_FIRE,50,MEDIUM
18.67913,73.0365,304.98,0.49,0.49,2026-08-25,2017,N21,VIIRS,70.0,2.0NRT,290.52,4.0,N,n,2017,36.0,Fallback_0058,steel_mill,NEARBY,INDUSTRIAL_FIRE,50,MEDIUM
8.62115,80.54183,339.87,0.46,0.47,2026-08-23,822,N21,VIIRS,70.0,2.0NRT,293.33,3.22,D,n,0822,464.02,Fallback_0065,refinery,NONE,WILDFIRE,45,MEDIUM
30.56539,72.19032,339.54,0.44,0.39,2026-08-23,828,N21,VIIRS,70.0,2.0NRT,298.71,4.83,D,n,0828,554.36,Fallback_0032,power_plant,NONE,WILDFIRE,45,MEDIUM
30.16776,73.22854,339.5,0.6,0.53,2026-08-22,845,N21,VIIRS,70.0,2.0NRT,298.72,3.82,D,n,0845,444.22,Fallback_0032,power_plant,NONE,WILDFIRE,45,MEDIUM
29.91653,72.49918,338.99,0.41,0.45,2026-08-25,750,N21,VIIRS,70.0,2.0NRT,306.11,3.52,D,n,0750,480.09,Fallback_0032,power_plant,NONE,WILDFIRE,45,MEDIUM
8.47084,80.76562,338.89,0.4,0.37,2026-08-24,803,N21,VIIRS,70.0,2.0NRT,300.82,3.8,D,n,0803,484.22,Fallback_0065,refinery,NONE,WILDFIRE,45,MEDIUM
8.90481,77.86451,338.87,0.48,0.4,2026-08-23,822,N21,VIIRS,70.0,2.0NRT,303.44,3.82,D,n,0822,435.99,Fallback_0071,chemical,NONE,WILDFIRE,45,MEDIUM
8.25354,80.59314,338.55,0.46,0.47,2026-08-23,822,N21,VIIRS,70.0,2.0NRT,296.13,4.15,D,n,0822,505.22,Fallback_0065,refinery,NONE,WILDFIRE,45,MEDIUM
8.81962,80.60944,338.51,0.47,0.48,2026-08-23,822,N21,VIIRS,70.0,2.0NRT,294.04,3.26,D,n,0822,443.23,Fallback_0065,refinery,NONE,WILDFIRE,45,MEDIUM
9.22068,77.46474,338.5,0.46,0.39,2026-08-23,822,N21,VIIRS,70.0,2.0NRT,307.26,3.71,D,n,0822,401.4,Fallback_0071,chemical,NONE,WILDFIRE,45,MEDIUM
29.7016,68.52327,338.43,0.48,0.4,2026-08-22,845,N21,VIIRS,70.0,2.0NRT,308.94,2.33,D,n,0845,853.26,Fallback_0032,power_plant,NONE,WILDFIRE,45,MEDIUM
9.42604,80.43779,337.7,0.47,0.47,2026-08-23,822,N21,VIIRS,70.0,2.0NRT,296.53,4.79,D,n,0822,373.94,Fallback_0065,refinery,NONE,WILDFIRE,45,MEDIUM
8.71734,80.52864,337.65,0.4,0.37,2026-08-24,803,N21,VIIRS,70.0,2.0NRT,295.36,4.47,D,n,0803,453.24,Fallback_0065,refinery,NONE,WILDFIRE,45,MEDIUM
15.36111,78.60121,337.47,0.43,0.46,2026-08-23,824,N21,VIIRS,70.0,2.0NRT,292.24,4.05,D,n,0824,219.31,Fallback_0009,power_plant,NONE,WILDFIRE,45,MEDIUM
28.08151,95.72957,337.37,0.39,0.36,2026-08-23,646,N21,VIIRS,70.0,2.0NRT,296.07,3.99,D,n,0646,1013.26,Fallback_0062,power_plant,NONE,WILDFIRE,45,MEDIUM
8.95825,80.77052,337.24,0.41,0.37,2026-08-24,803,N21,VIIRS,70.0,2.0NRT,297.48,3.49,D,n,0803,431.13,Fallback_0065,refinery,NONE,WILDFIRE,45,MEDIUM
8.88601,80.4703,337.15,0.4,0.37,2026-08-24,803,N21,VIIRS,70.0,2.0NRT,301.68,2.57,D,n,0803,433.88,Fallback_0065,refinery,NONE,WILDFIRE,45,MEDIUM
8.9486,77.96073,336.94,0.49,0.4,2026-08-23,822,N21,VIIRS,70.0,2.0NRT,303.48,4.0,D,n,0822,431.71,Fallback_0071,chemical,NONE,WILDFIRE,45,MEDIUM
8.72069,80.52814,336.87,0.4,0.37,2026-08-24,803,N21,VIIRS,70.0,2.0NRT,299.01,3.67,D,n,0803,452.87,Fallback_0065,refinery,NONE,WILDFIRE,45,MEDIUM
30.61837,72.14405,336.82,0.52,0.5,2026-08-22,848,N21,VIIRS,70.0,2.0NRT,297.25,4.16,D,n,0848,562.15,Fallback_0032,power_plant,NONE,WILDFIRE,45,MEDIUM
8.37994,80.63216,336.69,0.4,0.37,2026-08-24,803,N21,VIIRS,70.0,2.0NRT,294.47,4.15,D,n,0803,491.89,Fallback_0065,refinery,NONE,WILDFIRE,45,MEDIUM
8.73994,77.59967,336.65,0.47,0.39,2026-08-23,822,N21,VIIRS,70.0,2.0NRT,302.47,3.45,D,n,0822,454.05,Fallback_0071,chemical,NONE,WILDFIRE,45,MEDIUM
9.38935,80.50688,336.56,0.47,0.48,2026-08-23,822,N21,VIIRS,70.0,2.0NRT,296.58,4.75,D,n,0822,379.0,Fallback_0065,refinery,NONE,WILDFIRE,45,MEDIUM
31.52843,72.1685,336.48,0.4,0.44,2026-08-25,752,N21,VIIRS,70.0,2.0NRT,300.67,4.69,D,n,0752,635.23,Fallback_0079,chemical,NONE,WILDFIRE,45,MEDIUM
9.193,77.37519,336.48,0.46,0.39,2026-08-23,822,N21,VIIRS,70.0,2.0NRT,302.74,3.7,D,n,0822,405.24,Fallback_0071,chemical,NONE,WILDFIRE,45,MEDIUM
8.75457,80.18974,336.38,0.44,0.46,2026-08-23,822,N21,VIIRS,70.0,2.0NRT,296.23,4.64,D,n,0822,445.94,Fallback_0065,refinery,NONE,WILDFIRE,45,MEDIUM
8.65221,80.99674,336.23,0.5,0.49,2026-08-23,822,N21,VIIRS,70.0,2.0NRT,297.1,4.9,D,n,0822,469.68,Fallback_0065,refinery,NONE,WILDFIRE,45,MEDIUM
29.67231,71.77332,336.15,0.42,0.38,2026-08-23,828,N21,VIIRS,70.0,2.0NRT,298.64,4.17,D,n,0828,527.65,Fallback_0032,power_plant,NONE,WILDFIRE,45,MEDIUM
8.71787,80.53223,336.11,0.4,0.37,2026-08-24,803,N21,VIIRS,70.0,2.0NRT,295.94,4.47,D,n,0803,453.24,Fallback_0065,refinery,NONE,WILDFIRE,45,MEDIUM
9.42338,78.84542,336.06,0.38,0.59,2026-08-22,841,N21,VIIRS,70.0,2.0NRT,295.17,3.0,D,n,0841,393.38,Fallback_0065,refinery,NONE,WILDFIRE,45,MEDIUM
9.39075,78.88336,336.06,0.4,0.6,2026-08-26,726,N21,VIIRS,70.0,2.0NRT,291.74,2.89,D,n,0726,395.44,Fallback_0065,refinery,NONE,WILDFIRE,45,MEDIUM
30.69707,74.18148,335.91,0.39,0.36,2026-08-24,809,N21,VIIRS,70.0,2.0NRT,301.56,3.82,D,n,0809,398.08,Fallback_0079,chemical,NONE,WILDFIRE,45,MEDIUM
10.44329,79.62807,335.68,0.39,0.36,2026-08-24,803,N21,VIIRS,70.0,2.0NRT,288.58,3.01,D,n,0803,261.65,Fallback_0065,refinery,NONE,WILDFIRE,45,MEDIUM
25.53649,68.67298,335.61,0.45,0.39,2026-08-22,845,N21,VIIRS,70.0,2.0NRT,300.13,3.95,D,n,0845,510.39,Fallback_0068,lng_terminal,NONE,WILDFIRE,45,MEDIUM
8.3808,81.04868,335.57,0.45,0.39,2026-08-25,744,N21,VIIRS,30.0,2.0NRT,289.82,11.6,D,l,0744,500.32,Fallback_0065,refinery,NONE,WILDFIRE,45,MEDIUM
8.40953,80.51969,335.49,0.32,0.55,2026-08-26,726,N21,VIIRS,70.0,2.0NRT,287.25,3.13,D,n,0726,487.05,Fallback_0065,refinery,NONE,WILDFIRE,45,MEDIUM
8.72122,80.53173,335.32,0.4,0.37,2026-08-24,803,N21,VIIRS,70.0,2.0NRT,298.66,3.67,D,n,0803,452.86,Fallback_0065,refinery,NONE,WILDFIRE,45,MEDIUM
10.66683,78.1728,335.13,0.52,0.42,2026-08-23,822,N21,VIIRS,70.0,2.0NRT,300.09,2.35,D,n,0822,245.67,Fallback_0071,chemical,NONE,WILDFIRE,45,MEDIUM
11.0347,77.14651,335.06,0.47,0.4,2026-08-23,822,N21,VIIRS,70.0,2.0NRT,298.72,3.86,D,n,0822,208.48,Fallback_0071,chemical,NONE,WILDFIRE,45,MEDIUM
28.32144,68.06577,335.04,0.43,0.46,2026-08-24,809,N21,VIIRS,70.0,2.0NRT,298.4,2.21,D,n,0809,764.25,Fallback_0068,lng_terminal,NONE,WILDFIRE,45,MEDIUM
8.64193,80.81463,334.92,0.4,0.37,2026-08-24,803,N21,VIIRS,70.0,2.0NRT,298.43,2.44,D,n,0803,466.53,Fallback_0065,refinery,NONE,WILDFIRE,45,MEDIUM
9.09104,80.3176,334.84,0.4,0.37,2026-08-24,803,N21,VIIRS,70.0,2.0NRT,299.85,3.85,D,n,0803,409.55,Fallback_0065,refinery,NONE,WILDFIRE,45,MEDIUM
35.50361,71.27733,334.8,0.39,0.36,2026-08-24,809,N21,VIIRS,70.0,2.0NRT,303.83,2.93,D,n,0809,1001.02,Fallback_0003,chemical,NONE,WILDFIRE,45,MEDIUM
8.03123,80.36903,334.53,0.39,0.36,2026-08-24,803,N21,VIIRS,70.0,2.0NRT,293.69,2.6,D,n,0803,527.28,Fallback_0065,refinery,NONE,WILDFIRE,45,MEDIUM
29.30614,88.91681,334.44,0.39,0.36,2026-08-22,705,N21,VIIRS,70.0,2.0NRT,296.22,4.39,D,n,0705,696.35,Fallback_0044,steel_mill,NONE,WILDFIRE,45,MEDIUM
8.25929,81.33698,334.32,0.52,0.5,2026-08-23,822,N21,VIIRS,70.0,2.0NRT,296.84,3.55,D,n,0822,521.53,Fallback_0065,refinery,NONE,WILDFIRE,45,MEDIUM
30.4898,71.85229,334.3,0.43,0.38,2026-08-23,828,N21,VIIRS,70.0,2.0NRT,299.53,2.93,D,n,0828,576.03,Fallback_0032,power_plant,NONE,WILDFIRE,45,MEDIUM
9.14451,80.51505,334.29,0.4,0.37,2026-08-24,803,N21,VIIRS,70.0,2.0NRT,301.51,4.08,D,n,0803,406.04,Fallback_0065,refinery,NONE,WILDFIRE,45,MEDIUM
8.51335,80.64053,334.16,0.47,0.48,2026-08-23,822,N21,VIIRS,70.0,2.0NRT,298.23,3.94,D,n,0822,477.36,Fallback_0065,refinery,NONE,WILDFIRE,45,MEDIUM
8.28506,80.13511,333.97,0.39,0.36,2026-08-24,803,N21,VIIRS,70.0,2.0NRT,297.8,4.77,D,n,0803,497.82,Fallback_0065,refinery,NONE,WILDFIRE,45,MEDIUM
28.80681,71.14798,333.4,0.53,0.67,2026-08-26,911,N21,VIIRS,70.0,2.0NRT,297.69,2.24,D,n,0911,545.58,Fallback_0032,power_plant,NONE,WILDFIRE,45,MEDIUM
14.26653,79.79261,333.38,0.49,0.49,2026-08-23,824,N21,VIIRS,70.0,2.0NRT,284.37,2.2,D,n,0824,125.35,Fallback_0026,refinery,DISTANT,WILDFIRE,45,MEDIUM
8.45003,80.69469,333.35,0.4,0.37,2026-08-24,803,N21,VIIRS,70.0,2.0NRT,297.47,4.47,D,n,0803,485.21,Fallback_0065,refinery,NONE,WILDFIRE,45,MEDIUM
8.61641,80.64407,333.28,0.4,0.37,2026-08-24,803,N21,VIIRS,70.0,2.0NRT,296.62,2.21,D,n,0803,466.1,Fallback_0065,refinery,NONE,WILDFIRE,45,MEDIUM
25.72138,96.65945,333.2,0.39,0.36,2026-08-23,646,N21,VIIRS,70.0,2.0NRT,294.48,3.05,D,n,0646,976.87,Fallback_0062,power_plant,NONE,WILDFIRE,45,MEDIUM
8.13738,81.11739,333.1,0.5,0.49,2026-08-23,822,N21,VIIRS,70.0,2.0NRT,298.49,4.59,D,n,0822,528.37,Fallback_0065,refinery,NONE,WILDFIRE,45,MEDIUM
8.46468,80.50782,333.1,0.46,0.47,2026-08-23,822,N21,VIIRS,70.0,2.0NRT,294.81,4.03,D,n,0822,480.81,Fallback_0065,refinery,NONE,WILDFIRE,45,MEDIUM
8.42284,80.19805,333.02,0.5,0.41,2026-08-25,744,N21,VIIRS,70.0,2.0NRT,290.25,3.15,D,n,0744,482.77,Fallback_0065,refinery,NONE,WILDFIRE,45,MEDIUM
10.44661,79.62756,332.75,0.39,0.36,2026-08-24,803,N21,VIIRS,70.0,2.0NRT,289.12,3.01,D,n,0803,261.3,Fallback_0065,refinery,NONE,WILDFIRE,45,MEDIUM
9.2728,77.32723,332.55,0.46,0.39,2026-08-23,822,N21,VIIRS,70.0,2.0NRT,300.12,3.22,D,n,0822,396.93,Fallback_0071,chemical,NONE,WILDFIRE,45,MEDIUM
31.38597,74.54482,332.51,0.39,0.44,2026-08-23,828,N21,VIIRS,70.0,2.0NRT,296.87,2.77,D,n,0828,418.92,Fallback_0003,chemical,NONE,WILDFIRE,45,MEDIUM
8.45845,80.7865,332.49,0.51,0.66,2026-08-22,839,N21,VIIRS,70.0,2.0NRT,293.38,4.04,D,n,0839,485.98,Fallback_0065,refinery,NONE,WILDFIRE,45,MEDIUM
8.38476,81.13155,332.49,0.41,0.37,2026-08-24,803,N21,VIIRS,70.0,2.0NRT,296.61,2.52,D,n,0803,502.08,Fallback_0065,refinery,NONE,WILDFIRE,45,MEDIUM
8.42442,80.75407,332.42,0.4,0.37,2026-08-24,803,N21,VIIRS,70.0,2.0NRT,300.32,3.56,D,n,0803,489.08,Fallback_0065,refinery,NONE,WILDFIRE,45,MEDIUM
8.4662,80.50702,332.38,0.46,0.47,2026-08-23,822,N21,VIIRS,70.0,2.0NRT,294.76,4.71,D,n,0822,480.64,Fallback_0065,refinery,NONE,WILDFIRE,45,MEDIUM
9.79062,80.15464,332.38,0.4,0.37,2026-08-24,803,N21,VIIRS,70.0,2.0NRT,298.82,2.19,D,n,0803,330.88,Fallback_0065,refinery,NONE,WILDFIRE,45,MEDIUM
29.5839,71.73937,332.23,0.42,0.38,2026-08-23,828,N21,VIIRS,70.0,2.0NRT,300.97,2.05,D,n,0828,525.48,Fallback_0032,power_plant,NONE,WILDFIRE,45,MEDIUM
8.40903,80.51687,332.19,0.32,0.55,2026-08-26,726,N21,VIIRS,70.0,2.0NRT,286.87,3.13,D,n,0726,487.06,Fallback_0065,refinery,NONE,WILDFIRE,45,MEDIUM
10.10984,77.73901,332.03,0.49,0.4,2026-08-23,822,N21,VIIRS,70.0,2.0NRT,289.06,3.0,D,n,0822,301.88,Fallback_0071,chemical,NONE,WILDFIRE,45,MEDIUM
10.44382,79.63159,332.01,0.39,0.36,2026-08-24,803,N21,VIIRS,70.0,2.0NRT,288.22,3.01,D,n,0803,261.53,Fallback_0065,refinery,NONE,WILDFIRE,45,MEDIUM
9.13551,80.32197,331.92,0.4,0.37,2026-08-24,803,N21,VIIRS,70.0,2.0NRT,298.47,2.97,D,n,0803,404.67,Fallback_0065,refinery,NONE,WILDFIRE,45,MEDIUM
16.113,78.21188,331.67,0.41,0.45,2026-08-23,824,N21,VIIRS,70.0,2.0NRT,288.08,3.53,D,n,0824,139.25,Fallback_0009,power_plant,DISTANT,WILDFIRE,45,MEDIUM
9.00148,80.58507,331.49,0.4,0.37,2026-08-24,803,N21,VIIRS,70.0,2.0NRT,296.75,3.89,D,n,0803,422.86,Fallback_0065,refinery,NONE,WILDFIRE,45,MEDIUM
8.48388,80.64533,331.47,0.4,0.37,2026-08-24,803,N21,VIIRS,70.0,2.0NRT,297.38,4.1,D,n,0803,480.68,Fallback_0065,refinery,NONE,WILDFIRE,45,MEDIUM
9.2724,77.87881,331.47,0.33,0.55,2026-08-22,841,N21,VIIRS,70.0,2.0NRT,272.12,2.79,D,n,0841,395.3,Fallback_0071,chemical,NONE,WILDFIRE,45,MEDIUM
8.73368,80.96941,331.42,0.49,0.49,2026-08-23,822,N21,VIIRS,70.0,2.0NRT,293.67,3.16,D,n,0822,460.18,Fallback_0065,refinery,NONE,WILDFIRE,45,MEDIUM
8.33633,80.63395,331.31,0.46,0.47,2026-08-23,822,N21,VIIRS,70.0,2.0NRT,293.93,2.08,D,n,0822,496.71,Fallback_0065,refinery,NONE,WILDFIRE,45,MEDIUM
31.62439,72.42012,331.17,0.36,0.57,2026-08-26,731,N21,VIIRS,70.0,2.0NRT,296.93,2.94,D,n,0731,617.34,Fallback_0079,chemical,NONE,WILDFIRE,45,MEDIUM
8.45109,80.61867,331.16,0.46,0.47,2026-08-23,822,N21,VIIRS,70.0,2.0NRT,293.38,3.17,D,n,0822,483.86,Fallback_0065,refinery,NONE,WILDFIRE,45,MEDIUM
23.74491,96.1406,331.04,0.38,0.36,2026-08-23,646,N21,VIIRS,70.0,2.0NRT,291.01,2.73,D,n,0646,865.1,Fallback_0062,power_plant,NONE,WILDFIRE,45,MEDIUM
31.30223,75.0976,331.03,0.4,0.37,2026-08-24,809,N21,VIIRS,70.0,2.0NRT,300.39,2.69,D,n,0809,371.13,Fallback_0003,chemical,NONE,WILDFIRE,45,MEDIUM
15.62631,79.17872,330.99,0.59,0.53,2026-08-26,729,N21,VIIRS,70.0,2.0NRT,291.27,4.14,D,n,0729,204.05,Fallback_0009,power_plant,NONE,WILDFIRE,45,MEDIUM
8.22711,80.59264,330.89,0.46,0.47,2026-08-23,822,N21,VIIRS,70.0,2.0NRT,296.43,4.76,D,n,0822,508.12,Fallback_0065,refinery,NONE,WILDFIRE,45,MEDIUM
29.64449,71.71342,330.87,0.44,0.62,2026-08-26,731,N21,VIIRS,70.0,2.0NRT,296.26,2.84,D,n,0731,531.53,Fallback_0032,power_plant,NONE,WILDFIRE,45,MEDIUM
8.62502,80.80076,330.79,0.48,0.48,2026-08-23,822,N21,VIIRS,70.0,2.0NRT,294.48,3.5,D,n,0822,468.08,Fallback_0065,refinery,NONE,WILDFIRE,45,MEDIUM
9.14653,80.66684,330.72,0.4,0.37,2026-08-24,803,N21,VIIRS,70.0,2.0NRT,296.95,2.43,D,n,0803,408.46,Fallback_0065,refinery,NONE,WILDFIRE,45,MEDIUM
8.42474,80.71674,330.69,0.47,0.48,2026-08-23,822,N21,VIIRS,70.0,2.0NRT,295.56,4.54,D,n,0822,488.37,Fallback_0065,refinery,NONE,WILDFIRE,45,MEDIUM
8.28601,80.23198,330.66,0.39,0.36,2026-08-24,803,N21,VIIRS,70.0,2.0NRT,293.54,3.69,D,n,0803,498.11,Fallback_0065,refinery,NONE,WILDFIRE,45,MEDIUM
8.88547,80.46671,330.65,0.4,0.37,2026-08-24,803,N21,VIIRS,70.0,2.0NRT,299.19,2.57,D,n,0803,433.89,Fallback_0065,refinery,NONE,WILDFIRE,45,MEDIUM
9.27424,80.15481,330.55,0.33,0.55,2026-08-26,726,N21,VIIRS,70.0,2.0NRT,289.88,2.74,D,n,0726,388.15,Fallback_0065,refinery,NONE,WILDFIRE,45,MEDIUM
30.00757,73.11374,330.4,0.58,0.52,2026-08-22,845,N21,VIIRS,70.0,2.0NRT,298.5,4.83,D,n,0845,438.87,Fallback_0032,power_plant,NONE,WILDFIRE,45,MEDIUM
8.45166,80.62283,330.35,0.46,0.47,2026-08-23,822,N21,VIIRS,70.0,2.0NRT,293.07,3.17,D,n,0822,483.86,Fallback_0065,refinery,NONE,WILDFIRE,45,MEDIUM
30.52602,71.56512,330.17,0.45,0.47,2026-08-25,750,N21,VIIRS,70.0,2.0NRT,298.79,4.14,D,n,0750,602.84,Fallback_0032,power_plant,NONE,WILDFIRE,45,MEDIUM
19.36992,71.35565,330.09,0.39,0.36,2026-08-23,826,N21,VIIRS,70.0,2.0NRT,293.25,2.28,D,n,0826,166.32,Fallback_0096,chemical,NONE,WILDFIRE,45,MEDIUM
29.33118,70.35696,330.0,0.54,0.68,2026-08-26,731,N21,VIIRS,70.0,2.0NRT,298.5,2.09,D,n,0731,648.79,Fallback_0032,power_plant,NONE,WILDFIRE,45,MEDIUM
32.1024,74.17386,329.96,0.5,0.41,2026-08-24,2034,N21,VIIRS,70.0,2.0NRT,297.56,3.82,N,n,2034,505.18,Fallback_0003,chemical,NONE,WILDFIRE,45,MEDIUM
8.45154,80.61895,329.76,0.49,0.65,2026-08-22,839,N21,VIIRS,70.0,2.0NRT,292.38,3.42,D,n,0839,483.81,Fallback_0065,refinery,NONE,WILDFIRE,45,MEDIUM
29.2845,88.90413,327.9,0.4,0.44,2026-08-23,646,N21,VIIRS,70.0,2.0NRT,295.48,3.07,D,n,0646,693.74,Fallback_0044,steel_mill,NONE,WILDFIRE,45,MEDIUM
29.08442,88.01238,326.26,0.43,0.62,2026-08-24,629,N21,VIIRS,70.0,2.0NRT,296.97,3.37,D,n,0629,661.32,Fallback_0044,steel_mill,NONE,WILDFIRE,45,MEDIUM
29.29527,88.90613,325.65,0.4,0.44,2026-08-23,646,N21,VIIRS,70.0,2.0NRT,293.89,3.78,D,n,0646,694.96,Fallback_0044,steel_mill,NONE,WILDFIRE,45,MEDIUM
21.19608,81.41749,317.2,0.39,0.36,2026-08-25,2017,N21,VIIRS,70.0,2.0NRT,289.77,1.76,N,n,2017,14.95,Fallback_0037,steel_mill,NEARBY,THERMAL_SOURCE,45,MEDIUM
22.34343,69.87085,313.73,0.43,0.46,2026-08-24,2036,N21,VIIRS,70.0,2.0NRT,293.41,7.01,N,n,2036,313.22,Fallback_0087,power_plant,NONE,THERMAL_SOURCE,45,MEDIUM
21.19365,81.39023,312.39,0.39,0.36,2026-08-25,2017,N21,VIIRS,70.0,2.0NRT,290.55,1.27,N,n,2017,17.64,Fallback_0037,steel_mill,NEARBY,THERMAL_SOURCE,45,MEDIUM
9.13882,78.25266,338.62,0.39,0.36,2026-08-24,803,N21,VIIRS,30.0,2.0NRT,298.43,6.03,D,l,0803,414.19,Fallback_0071,chemical,NONE,WILDFIRE,40,MEDIUM
8.44418,77.65283,338.54,0.46,0.39,2026-08-23,822,N21,VIIRS,30.0,2.0NRT,309.99,6.03,D,l,0822,486.77,Fallback_0071,chemical,NONE,WILDFIRE,40,MEDIUM
8.42499,77.62149,336.79,0.46,0.39,2026-08-23,822,N21,VIIRS,30.0,2.0NRT,307.22,8.42,D,l,0822,488.95,Fallback_0071,chemical,NONE,WILDFIRE,40,MEDIUM
15.18392,76.6673,336.44,0.39,0.36,2026-08-24,805,N21,VIIRS,30.0,2.0NRT,295.62,5.39,D,l,0805,259.26,Fallback_0033,steel_mill,NONE,WILDFIRE,40,MEDIUM
21.67999,84.03966,332.83,0.4,0.37,2026-08-26,729,N21,VIIRS,30.0,2.0NRT,296.61,9.21,D,l,0729,147.44,Fallback_0073,steel_mill,DISTANT,WILDFIRE,40,MEDIUM
17.60913,83.20387,331.24,0.47,0.4,2026-08-26,729,N21,VIIRS,30.0,2.0NRT,296.24,9.96,D,l,0729,410.08,Fallback_0015,cement,NONE,WILDFIRE,40,MEDIUM
