latitude,longitude,brightness,scan,track,acquisition_date,acq_time,satellite,instrument,confidence,version,bright_ti5,frp,daynight,confidence_raw,acquisition_time
23.77748,86.20891,307.56,0.42,0.45,2026-08-22,1932,N21,VIIRS,70,2.0NRT,283.22,1.8,N,n,1932
23.77917,86.37136,304.31,0.41,0.45,2026-08-22,1932,N21,VIIRS,70,2.0NRT,282.56,1.09,N,n,1932
23.77953,86.39101,321.81,0.41,0.45,2026-08-22,1932,N21,VIIRS,70,2.0NRT,283.06,2.34,N,n,1932
23.77999,86.38698,305.25,0.41,0.45,2026-08-22,1932,N21,VIIRS,70,2.0NRT,282.07,2.34,N,n,1932
23.78085,86.39223,312.07,0.41,0.45,2026-08-22,1932,N21,VIIRS,70,2.0NRT,283.04,1.36,N,n,1932
23.78133,86.38822,307.36,0.41,0.45,2026-08-22,1932,N21,VIIRS,70,2.0NRT,282.54,1.36,N,n,1932
23.78165,86.20951,308.3,0.42,0.45,2026-08-22,1932,N21,VIIRS,70,2.0NRT,283.19,1.8,N,n,1932
23.79657,86.35204,321.86,0.42,0.45,2026-08-22,1932,N21,VIIRS,70,2.0NRT,283.16,4.0,N,n,1932
23.80303,86.33231,315.43,0.42,0.45,2026-08-22,1932,N21,VIIRS,70,2.0NRT,283.14,2.69,N,n,1932
23.8035,86.32822,322.66,0.42,0.45,2026-08-22,1932,N21,VIIRS,70,2.0NRT,283.66,2.73,N,n,1932
23.80397,86.32408,318.77,0.42,0.45,2026-08-22,1932,N21,VIIRS,70,2.0NRT,283.04,2.73,N,n,1932
23.82208,84.5723,300.45,0.54,0.51,2026-08-22,1932,N21,VIIRS,70,2.0NRT,271.34,1.33,N,n,1932
24.11378,86.86015,315.62,0.39,0.44,2026-08-22,1932,N21,VIIRS,70,2.0NRT,282.24,2.06,N,n,1932
24.12137,86.86515,302.81,0.39,0.44,2026-08-22,1932,N21,VIIRS,70,2.0NRT,281.78,0.37,N,n,1932
25.54005,91.23735,298.55,0.4,0.37,2026-08-22,1932,N21,VIIRS,70,2.0NRT,280.35,0.48,N,n,1932
27.46791,95.42184,303.96,0.42,0.37,2026-08-22,1930,N21,VIIRS,70,2.0NRT,277.22,0.75,N,n,1930
27.90663,95.66188,307.39,0.42,0.38,2026-08-22,1930,N21,VIIRS,70,2.0NRT,292.62,3.67,N,n,1930
35.98925,94.83195,309.28,0.39,0.36,2026-08-22,1928,N21,VIIRS,70,2.0NRT,281.23,0.78,N,n,1928
30.61837,72.14405,336.82,0.52,0.5,2026-08-22,848,N21,VIIRS,70,2.0NRT,297.25,4.16,D,n,0848
32.09447,73.06223,331.72,0.61,0.54,2026-08-22,848,N21,VIIRS,70,2.0NRT,295.9,5.63,D,n,0848
33.5894,70.22384,330.35,0.44,0.46,2026-08-22,848,N21,VIIRS,30,2.0NRT,304.14,2.27,D,l,0848
25.53649,68.67298,335.61,0.45,0.39,2026-08-22,845,N21,VIIRS,70,2.0NRT,300.13,3.95,D,n,0845
26.07884,68.40137,330.08,0.44,0.38,2026-08-22,845,N21,VIIRS,30,2.0NRT,300.9,2.21,D,l,0845
26.0946,68.87896,333.28,0.46,0.39,2026-08-22,845,N21,VIIRS,30,2.0NRT,304.26,3.77,D,l,0845
27.43514,70.78793,340.31,0.4,0.44,2026-08-22,845,N21,VIIRS,70,2.0NRT,305.64,3.19,D,n,0845
29.45525,76.87004,329.19,0.49,0.65,2026-08-22,845,N21,VIIRS,70,2.0NRT,292.01,9.06,D,n,0845
29.45762,76.86265,329.18,0.49,0.65,2026-08-22,845,N21,VIIRS,70,2.0NRT,292.79,12.13,D,n,0845
29.45792,76.86768,352.46,0.49,0.65,2026-08-22,845,N21,VIIRS,70,2.0NRT,292.96,24.83,D,n,0845
29.45823,76.87273,350.27,0.49,0.65,2026-08-22,845,N21,VIIRS,70,2.0NRT,291.98,24.83,D,n,0845
29.7016,68.52327,338.43,0.48,0.4,2026-08-22,845,N21,VIIRS,70,2.0NRT,308.94,2.33,D,n,0845
29.89989,72.12016,338.87,0.51,0.49,2026-08-22,845,N21,VIIRS,70,2.0NRT,300.04,7.01,D,n,0845
30.00757,73.11374,330.4,0.58,0.52,2026-08-22,845,N21,VIIRS,70,2.0NRT,298.5,4.83,D,n,0845
30.16776,73.22854,339.5,0.6,0.53,2026-08-22,845,N21,VIIRS,70,2.0NRT,298.72,3.82,D,n,0845
21.10395,72.64455,338.21,0.43,0.46,2026-08-22,843,N21,VIIRS,70,2.0NRT,290.65,5.3,D,n,0843
9.2724,77.87881,331.47,0.33,0.55,2026-08-22,841,N21,VIIRS,70,2.0NRT,272.12,2.79,D,n,0841
9.42338,78.84542,336.06,0.38,0.59,2026-08-22,841,N21,VIIRS,70,2.0NRT,295.17,3.0,D,n,0841
9.45034,78.84183,352.32,0.38,0.59,2026-08-22,841,N21,VIIRS,70,2.0NRT,298.5,5.93,D,n,0841
8.05551,80.34129,335.09,0.47,0.64,2026-08-22,839,N21,VIIRS,70,2.0NRT,283.89,7.29,D,n,0839
8.06663,81.23905,335.24,0.54,0.68,2026-08-22,839,N21,VIIRS,70,2.0NRT,279.87,7.58,D,n,0839
8.06715,81.23733,331.04,0.54,0.68,2026-08-22,839,N21,VIIRS,70,2.0NRT,279.42,8.98,D,n,0839
8.07282,81.23824,350.84,0.54,0.68,2026-08-22,839,N21,VIIRS,70,2.0NRT,280.91,7.58,D,n,0839
8.20706,81.06178,343.86,0.53,0.67,2026-08-22,839,N21,VIIRS,70,2.0NRT,287.44,8.36,D,n,0839
8.37776,80.44932,340.17,0.48,0.65,2026-08-22,839,N21,VIIRS,70,2.0NRT,291.03,6.34,D,n,0839
8.45154,80.61895,329.76,0.49,0.65,2026-08-22,839,N21,VIIRS,70,2.0NRT,292.38,3.42,D,n,0839
8.45845,80.7865,332.49,0.51,0.66,2026-08-22,839,N21,VIIRS,70,2.0NRT,293.38,4.04,D,n,0839
8.51637,80.55676,353.27,0.49,0.65,2026-08-22,839,N21,VIIRS,70,2.0NRT,292.62,10.44,D,n,0839
8.5197,80.55456,347.16,0.49,0.65,2026-08-22,839,N21,VIIRS,70,2.0NRT,291.75,11.14,D,n,0839
9.18167,78.42713,335.64,0.36,0.57,2026-08-22,839,N21,VIIRS,70,2.0NRT,295.68,1.39,D,n,0839
35.77931,71.34283,367.0,0.73,0.76,2026-08-22,707,N21,VIIRS,95,2.0NRT,304.68,30.81,D,h,0707
35.78063,71.341,367.0,0.73,0.76,2026-08-22,707,N21,VIIRS,95,2.0NRT,304.06,18.94,D,h,0707
35.78179,71.34469,349.24,0.73,0.76,2026-08-22,707,N21,VIIRS,70,2.0NRT,304.57,18.94,D,n,0707
27.1462,88.45207,340.92,0.41,0.37,2026-08-22,705,N21,VIIRS,70,2.0NRT,295.38,5.8,D,n,0705
29.30614,88.91681,334.44,0.39,0.36,2026-08-22,705,N21,VIIRS,70,2.0NRT,296.22,4.39,D,n,0705
29.45838,76.86343,367.0,0.53,0.67,2026-08-22,705,N21,VIIRS,95,2.0NRT,291.86,44.95,D,h,0705
29.45864,76.85911,330.26,0.53,0.67,2026-08-22,705,N21,VIIRS,70,2.0NRT,290.01,30.37,D,n,0705
29.46,76.86426,367.0,0.53,0.67,2026-08-22,705,N21,VIIRS,95,2.0NRT,290.49,52.02,D,h,0705
22.37667,87.27975,338.08,0.53,0.42,2026-08-22,703,N21,VIIRS,70,2.0NRT,293.11,8.72,D,n,0703
22.37735,87.28273,330.92,0.53,0.42,2026-08-22,703,N21,VIIRS,70,2.0NRT,293.4,9.32,D,n,0703
23.64585,85.43987,332.83,0.42,0.46,2026-08-22,703,N21,VIIRS,70,2.0NRT,289.32,8.73,D,n,0703
23.66378,87.15511,333.81,0.51,0.41,2026-08-22,703,N21,VIIRS,70,2.0NRT,295.92,6.29,D,n,0703
23.66538,87.15651,332.25,0.51,0.41,2026-08-22,703,N21,VIIRS,70,2.0NRT,296.03,4.52,D,n,0703
23.67692,86.3983,332.68,0.56,0.43,2026-08-22,703,N21,VIIRS,70,2.0NRT,294.29,7.84,D,n,0703
25.20672,96.44746,340.53,0.39,0.44,2026-08-22,703,N21,VIIRS,70,2.0NRT,294.88,4.54,D,n,0703
8.06793,81.2382,340.73,0.79,0.78,2026-08-22,659,N21,VIIRS,70,2.0NRT,287.24,13.42,D,n,0659
8.07135,81.24017,342.54,0.8,0.78,2026-08-22,659,N21,VIIRS,70,2.0NRT,287.1,13.12,D,n,0659
